,Brite,Definition,Ensembl,Entry,KO,Module,Motif,Other DBs,Pathway,Gene_ID,Protein_ID,UniProt
4525,,(RefSeq) hypothetical protein,CHLREDRAFT_185663,CHLREDRAFT_185663?CDS T01039,,,Pfam:?Rhodanese,NCBI-GeneID:?5726824NCBI-ProteinID:?XP_001701280JGI:?185663UniProt:?A8JEQ7,,5726824,XP_001701280,A8JEQ7
4526,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Transcription  03040 Spliceosome  CHLREDRAFT_185673 (HSP70A)  Folding, sorting and degradation  04141 Protein processing in endoplasmic reticulum  CHLREDRAFT_185673 (HSP70A) ?Cellular Processes  Transport and catabolism  04144 Endocytosis  CHLREDRAFT_185673 (HSP70A) Protein phosphatases and associated proteins [BR:cre01009] ?Protein Ser/ Thr phosphatases  Phosphoprotein phosphatases (PPPs)  Protein phosphatase-5  PP5-interacting proteins  CHLREDRAFT_185673 (HSP70A) Spliceosome [BR:cre03041] ?Complex B  Other components  Prp19 complex  CHLREDRAFT_185673 (HSP70A) ?Complex C  Prp19-CDC5 complex  CHLREDRAFT_185673 (HSP70A) Ribosome biogenesis [BR:cre03009] ?Eukaryotic Type  Pre-60S particles  Export and cytoplasmic maturation factors  CHLREDRAFT_185673 (HSP70A) Chaperones and folding catalysts [BR:cre03110] ?Heat shock proteins  HSP70 / DNAK  CHLREDRAFT_185673 (HSP70A) Membrane trafficking [BR:cre04131] ?Endocytosis  Clathrin-mediated endocytosis  Other core components  CHLREDRAFT_185673 (HSP70A) Proteasome [BR:cre03051] ?Eukaryotic proteasome  Assembling factors  Other assembling factors  CHLREDRAFT_185673 (HSP70A) Mitochondrial biogenesis [BR:cre03029] ?Mitochondrial protein import machinery  Endoplasmic reticulum membrane and cytosol  Other ER-memrane and cytosol factors  CHLREDRAFT_185673 (HSP70A) Transporters [BR:cre02000] ?Other Transporters  Pores ion channels [TC:1]  CHLREDRAFT_185673 (HSP70A) Exosome [BR:cre04147] ?Exosomal proteins  Proteins found in most exosomes  CHLREDRAFT_185673 (HSP70A) Cell adhesion molecules and their ligands [BR:cre04516] ?1. Immunoglobulin Superfamily  Neural system  6/5 subfamily  CHL1; L1 cell adhesion molecule like protein [KO:K06758]  CHLREDRAFT_185673 (HSP70A)",(RefSeq) heat shock protein 70A,CHLREDRAFT_185673,CHLREDRAFT_185673?CDS T01039,K03283 heat shock 70kDa protein 1/8,"cre_M00355 Spliceosome, 35S U5-snRNP",Pfam:?HSP70 MreB_Mbl FGGY_C DUF4795,NCBI-GeneID:?5726860NCBI-ProteinID:?XP_001701326JGI:?185673UniProt:?A8JEU4,cre03040 Spliceosomecre04141 Protein processing in endoplasmic reticulumcre04144 Endocytosis,5726860,XP_001701326,A8JEU4
4527,,(RefSeq) hypothetical protein,CHLREDRAFT_185683,CHLREDRAFT_185683?CDS T01039,,,,NCBI-GeneID:?5726869NCBI-ProteinID:?XP_001701332JGI:?185683UniProt:?A8JEV3,,5726869,XP_001701332,A8JEV3
4528,,(RefSeq) variable flagella protein 1,CHLREDRAFT_185684,CHLREDRAFT_185684?CDS T01039,,,Pfam:?LRR_8 LRR_4 LRR_9 IncA,NCBI-GeneID:?5726874NCBI-ProteinID:?XP_001701335JGI:?185684UniProt:?Q9SWH3,,5726874,XP_001701335,Q9SWH3
4529,,(RefSeq) mitochondrial carrier protein,CHLREDRAFT_185701,CHLREDRAFT_185701?CDS T01039,,,Pfam:?Mito_carr,NCBI-GeneID:?5726968NCBI-ProteinID:?XP_001701425JGI:?185701UniProt:?A8JF47,,5726968,XP_001701425,A8JF47
4530,,(RefSeq) SOUL heme-binding protein,CHLREDRAFT_185703,CHLREDRAFT_185703?CDS T01039,,,Pfam:?SOUL DUF2358 SnoaL_2,NCBI-GeneID:?5727005NCBI-ProteinID:?XP_001701432JGI:?185703UniProt:?A8JF62,,5727005,XP_001701432,A8JF62
4531,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Carbohydrate metabolism  00500 Starch and sucrose metabolism  CHLREDRAFT_185710 (SSS4) Enzymes [BR:cre01000] ?2. Transferases  2.4 Glycosyltransferases  2.4.1 Hexosyltransferases  2.4.1.21 starch synthase (glycosyl-transferring)  CHLREDRAFT_185710 (SSS4) Glycosyltransferases [BR:cre01003] ?Polysaccharide  Storage polysaccharide  CHLREDRAFT_185710 (SSS4),(RefSeq) soluble starch synthase,CHLREDRAFT_185710,CHLREDRAFT_185710?CDS T01039,K00703 starch synthase [EC:2.4.1.21],,Pfam:?Glyco_transf_5 Glycos_transf_1 Glyco_trans_1_4 Glyco_transf_4 Glyco_trans_4_4 Mto2_bdg,NCBI-GeneID:?5727013NCBI-ProteinID:?XP_001701469JGI:?185710UniProt:?O64927,cre00500 Starch and sucrose metabolismcre01100 Metabolic pathwayscre01110 Biosynthesis of secondary metabolites,5727013,XP_001701469,O64927
4532,,(RefSeq) hypothetical protein,CHLREDRAFT_185734,CHLREDRAFT_185734?CDS T01039,,,Pfam:?CoA_binding_2,NCBI-GeneID:?5726893NCBI-ProteinID:?XP_001701361JGI:?185734UniProt:?A8JEX6,,5726893,XP_001701361,A8JEX6
4533,Cytoskeleton proteins [BR:cre04812] ?Eukaryotic cytoskeleton proteins  Microtubules  Tubulin-binding proteins  Kinesins  CHLREDRAFT_185750 (FLA10),(RefSeq) kinesin-ii motor protein,CHLREDRAFT_185750,CHLREDRAFT_185750?CDS T01039,K10394 kinesin family member 3A,,Pfam:?Kinesin Microtub_bd Cbl_N,NCBI-GeneID:?5727085NCBI-ProteinID:?XP_001701510JGI:?185750UniProt:?P46869 A8JFG3,,5727085,XP_001701510,P46869 A8JFG3
4534,,(RefSeq) cryptochrome photoreceptor,CHLREDRAFT_185758,CHLREDRAFT_185758?CDS T01039,,,Pfam:?FAD_binding_7 DNA_photolyase,NCBI-GeneID:?5727125NCBI-ProteinID:?XP_001701553JGI:?185758UniProt:?A8JFI1,,5727125,XP_001701553,A8JFI1
4535,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Nucleotide metabolism  00230 Purine metabolism  CHLREDRAFT_185774  00240 Pyrimidine metabolism  CHLREDRAFT_185774 ?Genetic Information Processing  Replication and repair  03030 DNA replication  CHLREDRAFT_185774  03410 Base excision repair  CHLREDRAFT_185774  03420 Nucleotide excision repair  CHLREDRAFT_185774  03430 Mismatch repair  CHLREDRAFT_185774  03440 Homologous recombination  CHLREDRAFT_185774 DNA replication proteins [BR:cre03032] ?Eukaryotic Type  DNA Replication Elongation Factors  DNA polymerase delta complex  CHLREDRAFT_185774 DNA repair and recombination proteins [BR:cre03400] ?Eukaryotic Type  SSBR (single strand breaks repair)  BER (base exicision repair)  Long Patch-BER factors  DNA polymerase delta complex  CHLREDRAFT_185774  MMR (mismatch exicision repair)  DNA polymerase delta complex  CHLREDRAFT_185774,(RefSeq) hypothetical protein,CHLREDRAFT_185774,CHLREDRAFT_185774?CDS T01039,K03505 DNA polymerase delta subunit 4,,Pfam:?DNA_pol_delta_4 Glyco_hydro_3,NCBI-GeneID:?5727144NCBI-ProteinID:?XP_001701601JGI:?185774UniProt:?A8JFM4,cre00230 Purine metabolismcre00240 Pyrimidine metabolismcre01100 Metabolic pathwayscre03030 DNA replicationcre03410 Base excision repaircre03420 Nucleotide excision repaircre03430 Mismatch repaircre03440 Homologous recombination,5727144,XP_001701601,A8JFM4
4536,,(RefSeq) radial spoke protein 10,CHLREDRAFT_185792,CHLREDRAFT_185792?CDS T01039,,,Pfam:?MORN,NCBI-GeneID:?5727665NCBI-ProteinID:?XP_001702125JGI:?185792UniProt:?Q27YU4,,5727665,XP_001702125,Q27YU4
4537,,(RefSeq) hypothetical protein,CHLREDRAFT_185795,CHLREDRAFT_185795?CDS T01039,,,Pfam:?Phageshock_PspD,NCBI-GeneID:?5727649NCBI-ProteinID:?XP_001702128JGI:?185795UniProt:?A8JFZ3,,5727649,XP_001702128,A8JFZ3
4538,KEGG Orthology (KO) [BR:cre00001] ?Environmental Information Processing  Signal transduction  04016 MAPK signaling pathway - plant  CHLREDRAFT_185806 (SAC3)  04075 Plant hormone signal transduction  CHLREDRAFT_185806 (SAC3) Enzymes [BR:cre01000] ?2. Transferases  2.7 Transferring phosphorus-containing groups  2.7.11 Protein-serine/threonine kinases  2.7.11.1 non-specific serine/threonine protein kinase  CHLREDRAFT_185806 (SAC3) Protein kinases [BR:cre01001] ?Serine/threonine protein kinases: CAMK group  CAMKL family  CHLREDRAFT_185806 (SAC3),(RefSeq) Snf1-like protein kinase,CHLREDRAFT_185806,CHLREDRAFT_185806?CDS T01039,K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1],,Pfam:?Pkinase Pkinase_Tyr,NCBI-GeneID:?5727875NCBI-ProteinID:?XP_001702374JGI:?185806UniProt:?Q9ZSM9,cre04016 MAPK signaling pathway - plantcre04075 Plant hormone signal transduction,5727875,XP_001702374,Q9ZSM9
4539,,(RefSeq) rubredoxin-like protein,CHLREDRAFT_185841,CHLREDRAFT_185841?CDS T01039,,,Pfam:?Rubredoxin Zn-ribbon_8 Zn_ribbon_SprT DZR HypA,NCBI-GeneID:?5727814NCBI-ProteinID:?XP_001702276JGI:?185841UniProt:?A8JGB1,,5727814,XP_001702276,A8JGB1
4540,,(RefSeq) flagellar associated protein,CHLREDRAFT_185864,CHLREDRAFT_185864?CDS T01039,,,Pfam:?FAM183,NCBI-GeneID:?5727694NCBI-ProteinID:?XP_001702154JGI:?185864UniProt:?A8JG37,,5727694,XP_001702154,A8JG37
4541,Enzymes [BR:cre01000] ?3. Hydrolases  3.4 Acting on peptide bonds (peptidases)  3.4.18 Cysteine-type carboxypeptidases  3.4.18.1 cathepsin X  CHLREDRAFT_185887 (PCP1) Peptidases [BR:cre01002] ?Cysteine Peptidases  Family C1: papain family  CHLREDRAFT_185887 (PCP1),(RefSeq) papain-type cysteine protease,CHLREDRAFT_185887,CHLREDRAFT_185887?CDS T01039,K08568 cathepsin X [EC:3.4.18.1],,Pfam:?Peptidase_C1 Peptidase_C1_2,NCBI-GeneID:?5727976NCBI-ProteinID:?XP_001702410JGI:?185887UniProt:?A8JGQ3,,5727976,XP_001702410,A8JGQ3
4542,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00195 Photosynthesis  CHLREDRAFT_185915 (PCY1) Photosynthesis proteins [BR:cre00194] ?Photosystem and electron transport system  Photosynthetic electron transport  CHLREDRAFT_185915 (PCY1),"(RefSeq) plastocyanin, chloroplast precursor",CHLREDRAFT_185915,CHLREDRAFT_185915?CDS T01039,K02638 plastocyanin,,Pfam:?Copper-bind Cupredoxin_1,NCBI-GeneID:?5728459NCBI-ProteinID:?XP_001702952JGI:?185915UniProt:?P18068 A8JH68,cre00195 Photosynthesis,5728459,XP_001702952,P18068 A8JH68
4543,Transporters [BR:cre02000] ?Other Transporters  Pores ion channels [TC:1]  CHLREDRAFT_185920,(RefSeq) hypothetical protein,CHLREDRAFT_185920,CHLREDRAFT_185920?CDS T01039,K21891 calcium load-activated calcium channel,,Pfam:?DUF106,NCBI-GeneID:?5728495NCBI-ProteinID:?XP_001702921JGI:?185920UniProt:?A8JH74,,5728495,XP_001702921,A8JH74
4544,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Lipid metabolism  00600 Sphingolipid metabolism  CHLREDRAFT_185944 Enzymes [BR:cre01000] ?2. Transferases  2.3 Acyltransferases  2.3.1 Transferring groups other than aminoacyl groups  2.3.1.24 sphingosine N-acyltransferase  CHLREDRAFT_185944,(RefSeq) hypothetical protein,CHLREDRAFT_185944,CHLREDRAFT_185944?CDS T01039,K04710 ceramide synthetase [EC:2.3.1.24],,Pfam:?TRAM_LAG1_CLN8,NCBI-GeneID:?5728544NCBI-ProteinID:?XP_001703005JGI:?185944UniProt:?A8JHB8,cre00600 Sphingolipid metabolismcre01100 Metabolic pathways,5728544,XP_001703005,A8JHB8
4545,DNA repair and recombination proteins [BR:cre03400] ?Eukaryotic Type  Check point factors  Other check point factors  CHLREDRAFT_185967 (FTT1) Exosome [BR:cre04147] ?Exosomal proteins  Proteins found in most exosomes  CHLREDRAFT_185967 (FTT1),(RefSeq) 14-3-3 protein,CHLREDRAFT_185967,CHLREDRAFT_185967?CDS T01039,K06630 14-3-3 protein epsilon,,Pfam:?14-3-3 PhoU_div,NCBI-GeneID:?5728351NCBI-ProteinID:?XP_001702812JGI:?185967UniProt:?P52908 A8JGV6,,5728351,XP_001702812,P52908 A8JGV6
4546,,(RefSeq) hypothetical protein,CHLREDRAFT_185980,CHLREDRAFT_185980?CDS T01039,K06875 programmed cell death protein 5,,Pfam:?dsDNA_bind,NCBI-GeneID:?5728375NCBI-ProteinID:?XP_001702825JGI:?185980UniProt:?A8JGY0,,5728375,XP_001702825,A8JGY0
4547,,(RefSeq) hypothetical protein,CHLREDRAFT_18599,CHLREDRAFT_18599 CDS T01039,,,Pfam:?Ribosomal_S3_C Med15,NCBI-GeneID:?5724336NCBI-ProteinID:?XP_001698739JGI:?18599UniProt:?A8J9X5,,5724336,XP_001698739,A8J9X5
4548,,(RefSeq) hypothetical protein,CHLREDRAFT_185990,CHLREDRAFT_185990?CDS T01039,,,Pfam:?CAAD,NCBI-GeneID:?5728590NCBI-ProteinID:?XP_001703033JGI:?185990UniProt:?A8JHG4,,5728590,XP_001703033,A8JHG4
4549,,(RefSeq) hypothetical protein,CHLREDRAFT_185995,CHLREDRAFT_185995?CDS T01039,,,Pfam:?ORMDL,NCBI-GeneID:?5728774NCBI-ProteinID:?XP_001703235JGI:?185995UniProt:?A8JHX7,,5728774,XP_001703235,A8JHX7
4550,,(RefSeq) chloroplast-targeted RNA-binding protein,CHLREDRAFT_186002,CHLREDRAFT_186002?CDS T01039,,,,NCBI-GeneID:?5728724NCBI-ProteinID:?XP_001703164JGI:?186002UniProt:?Q6EMK7,,5728724,XP_001703164,Q6EMK7
4551,,(RefSeq) hypothetical protein,CHLREDRAFT_186004,CHLREDRAFT_186004?CDS T01039,,,Pfam:?Tetraspannin Claudin_3 DUF1980 DUF4181 DUF948 7tm_3,NCBI-GeneID:?5728706NCBI-ProteinID:?XP_001703185JGI:?186004UniProt:?A8JHT7,,5728706,XP_001703185,A8JHT7
4552,,(RefSeq) hypothetical protein,CHLREDRAFT_186014,CHLREDRAFT_186014?CDS T01039,,,,NCBI-GeneID:?5728733NCBI-ProteinID:?XP_001703194JGI:?186014UniProt:?A8JHV4,,5728733,XP_001703194,A8JHV4
4553,,(RefSeq) Fe-S oxidoreductase,CHLREDRAFT_186030,CHLREDRAFT_186030?CDS T01039,,,Pfam:?DUF3641 Radical_SAM Fer4_12,NCBI-GeneID:?5728681NCBI-ProteinID:?XP_001703120JGI:?186030UniProt:?A8JHN1,,5728681,XP_001703120,A8JHN1
4554,,(RefSeq) hypothetical protein,CHLREDRAFT_186061,CHLREDRAFT_186061?CDS T01039,,,Pfam:?TPX2_importin,NCBI-GeneID:?5729108NCBI-ProteinID:?XP_001703578JGI:?186061UniProt:?A8JI19,,5729108,XP_001703578,A8JI19
4555,,(RefSeq) RuBisCO activase-like protein,CHLREDRAFT_186089,CHLREDRAFT_186089?CDS T01039,,,Pfam:?AAA ERK-JNK_inhib,NCBI-GeneID:?5729314NCBI-ProteinID:?XP_001703775JGI:?186089UniProt:?A8JIJ0,,5729314,XP_001703775,A8JIJ0
4556,,(RefSeq) hypothetical protein,CHLREDRAFT_186160,CHLREDRAFT_186160?CDS T01039,,,Pfam:?Glu_cyclase_2,NCBI-GeneID:?5727549NCBI-ProteinID:?XP_001702025JGI:?186160UniProt:?A8JFN9,,5727549,XP_001702025,A8JFN9
4557,KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00190 Oxidative phosphorylation  CHLREDRAFT_186185 (NUOA9),(RefSeq) NADH:ubiquinone oxidoreductase 39 kDa subunit,CHLREDRAFT_186185,CHLREDRAFT_186185?CDS T01039,K03953 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9,,Pfam:?Epimerase NmrA NAD_binding_10 RmlD_sub_bind 3Beta_HSD NAD_binding_4 adh_short GDP_Man_Dehyd KR DapB_N,NCBI-GeneID:?5728017NCBI-ProteinID:?XP_001702653JGI:?186185UniProt:?Q6V506,cre00190 Oxidative phosphorylationcre01100 Metabolic pathways,5728017,XP_001702653,Q6V506
4558,,(RefSeq) hypothetical protein,CHLREDRAFT_186203,CHLREDRAFT_186203?CDS T01039,,,Pfam:?Sulfatase Phosphodiest,NCBI-GeneID:?5728048NCBI-ProteinID:?XP_001702487JGI:?186203UniProt:?A8IB37,,5728048,XP_001702487,A8IB37
4559,Chromosome [BR:cre03036] ?Eukaryotic Type  Chromosome condensation proteins  Condensin I  CHLREDRAFT_186204,(RefSeq) chromosome condensation complex protein,CHLREDRAFT_186204,CHLREDRAFT_186204?CDS T01039,K06677 condensin complex subunit 1,,Pfam:?Cnd1 Cnd1_N Ank_4 Ank_3 Ank_2 Ank Ank_5,NCBI-GeneID:?5728050NCBI-ProteinID:?XP_001702488JGI:?186204UniProt:?A8IB42,,5728050,XP_001702488,A8IB42
4560,,(RefSeq) hypothetical protein,CHLREDRAFT_186205,CHLREDRAFT_186205?CDS T01039,,,Pfam:?DUF4339 Roughex,NCBI-GeneID:?5728051NCBI-ProteinID:?XP_001702667JGI:?186205UniProt:?A8IB45,,5728051,XP_001702667,A8IB45
4561,,(RefSeq) flagellar associated protein,CHLREDRAFT_186208,CHLREDRAFT_186208?CDS T01039,,,Pfam:?DUF4586,NCBI-GeneID:?5728059NCBI-ProteinID:?XP_001702670JGI:?186208UniProt:?A8IB66,,5728059,XP_001702670,A8IB66
4562,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  03013 RNA transport  CHLREDRAFT_186221 (TRZ1) Enzymes [BR:cre01000] ?3. Hydrolases  3.1 Acting on ester bonds  3.1.26 Endoribonucleases producing 5'-phosphomonoesters  3.1.26.11 tRNase Z  CHLREDRAFT_186221 (TRZ1) Transfer RNA biogenesis [BR:cre03016] ?Eukaryotic Type  3'processing and CCA adding factors  3'processing factors  CHLREDRAFT_186221 (TRZ1) ?Prokaryotic Type  CHLREDRAFT_186221 (TRZ1),(RefSeq) nuclear RNase Z,CHLREDRAFT_186221,CHLREDRAFT_186221?CDS T01039,K00784 ribonuclease Z [EC:3.1.26.11],,Pfam:?Lactamase_B_2 Lactamase_B,NCBI-GeneID:?5728072NCBI-ProteinID:?XP_001702499JGI:?186221UniProt:?A8IBA2,cre03013 RNA transport,5728072,XP_001702499,A8IBA2
4563,,(RefSeq) hypothetical protein,CHLREDRAFT_186222,CHLREDRAFT_186222?CDS T01039,,,Pfam:?Patatin,NCBI-GeneID:?5728073NCBI-ProteinID:?XP_001702678JGI:?186222UniProt:?A8IBA6,,5728073,XP_001702678,A8IBA6
4564,Chromosome [BR:cre03036] ?Eukaryotic Type  Centrosome formation and ciliogenesis proteins  Centriole proteins  CHLREDRAFT_186225 (FAP256),(RefSeq) flagellar associated protein,CHLREDRAFT_186225,CHLREDRAFT_186225?CDS T01039,K16458 centrosomal protein CEP104,,Pfam:?TPR_10 TPR_12 TPR_1 UVR TPR_8 TPR_7 TPR_9 TPR_14 TPR_2 XRCC1_N TPR_16 TPR_19 Tropomyosin TPR_11 HEAT_EZ DUF5113 CLASP_N,NCBI-GeneID:?5728079NCBI-ProteinID:?XP_001702680JGI:?186225UniProt:?A8IBC1,,5728079,XP_001702680,A8IBC1
4565,,(RefSeq) exostosin-like glycosyltransferase,CHLREDRAFT_186238,CHLREDRAFT_186238?CDS T01039,,,Pfam:?Exostosin EGF_2 hEGF,NCBI-GeneID:?5728097NCBI-ProteinID:?XP_001702686JGI:?186238UniProt:?A8IBH0,,5728097,XP_001702686,A8IBH0
4566,,(RefSeq) exostosin-like glycosyltransferase,CHLREDRAFT_186240,CHLREDRAFT_186240?CDS T01039,,,Pfam:?Exostosin EGF_2,NCBI-GeneID:?5728100NCBI-ProteinID:?XP_001702517JGI:?186240UniProt:?A8IBH8,,5728100,XP_001702517,A8IBH8
4567,Enzymes [BR:cre01000] ?2. Transferases  2.3 Acyltransferases  2.3.1 Transferring groups other than aminoacyl groups  2.3.1.225 protein S-acyltransferase  CHLREDRAFT_186248 Membrane trafficking [BR:cre04131] ?Endocytosis  Rab GTPases and associated proteins  Rab associated proteins  CHLREDRAFT_186248,(RefSeq) hypothetical protein,CHLREDRAFT_186248,CHLREDRAFT_186248?CDS T01039,K20027 palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225],,Pfam:?DHHC,NCBI-GeneID:?5728113NCBI-ProteinID:?XP_001702695JGI:?186248UniProt:?A8IBL5,,5728113,XP_001702695,A8IBL5
4568,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Translation  00970 Aminoacyl-tRNA biosynthesis  CHLREDRAFT_186253 Enzymes [BR:cre01000] ?6. Ligases  6.1 Forming carbon-oxygen bonds  6.1.1 Ligases forming aminoacyl-tRNA and related compounds  6.1.1.15 proline---tRNA ligase  CHLREDRAFT_186253 Amino acid related enzymes [BR:cre01007] ?Aminoacyl-tRNA synthetase  Class II (G/C)  CHLREDRAFT_186253 Transfer RNA biogenesis [BR:cre03016] ?Eukaryotic Type  Aminoacyl-tRNA synthetases (AARSs)  Multi-aminoacyl-tRNA synthetase complex (MSC)  CHLREDRAFT_186253 ?Prokaryotic Type  CHLREDRAFT_186253,(RefSeq) hypothetical protein,CHLREDRAFT_186253,CHLREDRAFT_186253?CDS T01039,K01881 prolyl-tRNA synthetase [EC:6.1.1.15],"cre_M00359 Aminoacyl-tRNA biosynthesis, eukaryotes",Pfam:?ProRS-C_1 tRNA-synt_2b HGTP_anticodon,NCBI-GeneID:?5728120NCBI-ProteinID:?XP_001702525JGI:?186253UniProt:?A8IBN3,cre00970 Aminoacyl-tRNA biosynthesis,5728120,XP_001702525,A8IBN3
4569,,(RefSeq) flagellar associated protein,CHLREDRAFT_186264,CHLREDRAFT_186264?CDS T01039,,,,NCBI-GeneID:?5728135NCBI-ProteinID:?XP_001702532JGI:?186264UniProt:?A8IBS2,,5728135,XP_001702532,A8IBS2
4570,,(RefSeq) hypothetical protein,CHLREDRAFT_186274,CHLREDRAFT_186274?CDS T01039,,,Pfam:?WSC,NCBI-GeneID:?5728156NCBI-ProteinID:?XP_001702715JGI:?186274UniProt:?A8IBX7,,5728156,XP_001702715,A8IBX7
4571,,(RefSeq) radial spoke protein 2,CHLREDRAFT_186281,CHLREDRAFT_186281?CDS T01039,,,Pfam:?Dpy-30 DUF2151,NCBI-GeneID:?5728165NCBI-ProteinID:?XP_001702718JGI:?186281UniProt:?Q6UBQ3,,5728165,XP_001702718,Q6UBQ3
4572,,(RefSeq) predicted protein of CLR family,CHLREDRAFT_186295,CHLREDRAFT_186295?CDS T01039,,,Pfam:?Cys_Met_Meta_PP RAP,NCBI-GeneID:?5728183NCBI-ProteinID:?XP_001702560JGI:?186295UniProt:?A8IC43,,5728183,XP_001702560,A8IC43
4573,"KEGG Orthology (KO) [BR:cre00001] ?Metabolism  Energy metabolism  00196 Photosynthesis - antenna proteins  CHLREDRAFT_186299 (LHCA5) Photosynthesis proteins [BR:cre00194] ?Antenna proteins  Light-harvesting chlorophyll-protein complex (LHC) - Plant, Green alga [OT]  LHCI  CHLREDRAFT_186299 (LHCA5)",(RefSeq) light-harvesting protein of photosystem I,CHLREDRAFT_186299,CHLREDRAFT_186299?CDS T01039,K08910 light-harvesting complex I chlorophyll a/b binding protein 4,,Pfam:?Chloroa_b-bind,NCBI-GeneID:?5728187NCBI-ProteinID:?XP_001702730JGI:?186299UniProt:?Q75VY8,cre00196 Photosynthesis - antenna proteins,5728187,XP_001702730,Q75VY8
4574,,(RefSeq) hypothetical protein,CHLREDRAFT_186301,CHLREDRAFT_186301?CDS T01039,,,Pfam:?HAD_2 Hydrolase HlyIII Hydrolase_like,NCBI-GeneID:?5728190NCBI-ProteinID:?XP_001702563JGI:?186301UniProt:?A8IC61,,5728190,XP_001702563,A8IC61
4575,,(RefSeq) hypothetical protein,CHLREDRAFT_186303,CHLREDRAFT_186303?CDS T01039,,,Pfam:?Prenylcys_lyase LRR_8 Patatin LRR_4 Ank_4,NCBI-GeneID:?5728198NCBI-ProteinID:?XP_001702734JGI:?186303UniProt:?A8IC80,,5728198,XP_001702734,A8IC80
4576,Ubiquitin system [BR:cre04121] ?Ubiquitin ligases (E3)  Multi subunit Ring-finger type E3  Cul4 complex  Target recognizing subunit (DCAF)  CHLREDRAFT_186304,(RefSeq) hypothetical protein,CHLREDRAFT_186304,CHLREDRAFT_186304?CDS T01039,K11807 WD and tetratricopeptide repeats protein 1,,Pfam:?WD40 ANAPC4_WD40,NCBI-GeneID:?5728199NCBI-ProteinID:?XP_001702569JGI:?186304UniProt:?A8IC82,,5728199,XP_001702569,A8IC82
4577,"KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Folding, sorting and degradation  03050 Proteasome  CHLREDRAFT_186317 (PBB1) Enzymes [BR:cre01000] ?3. Hydrolases  3.4 Acting on peptide bonds (peptidases)  3.4.25 Threonine endopeptidases  3.4.25.1 proteasome endopeptidase complex  CHLREDRAFT_186317 (PBB1) Peptidases [BR:cre01002] ?Threonine Peptidases  Family T1: proteasome family  CHLREDRAFT_186317 (PBB1) Proteasome [BR:cre03051] ?Eukaryotic proteasome  Core particles (20S proteasome)  beta type subunits  CHLREDRAFT_186317 (PBB1)","(RefSeq) 20S proteasome beta subunit B, type beta 2",CHLREDRAFT_186317,CHLREDRAFT_186317?CDS T01039,K02739 20S proteasome subunit beta 2 [EC:3.4.25.1],"cre_M00340 Proteasome, 20S core particle",Pfam:?Proteasome Pr_beta_C,NCBI-GeneID:?5728211NCBI-ProteinID:?XP_001702740JGI:?186317UniProt:?A8ICB3,cre03050 Proteasome,5728211,XP_001702740,A8ICB3
4578,KEGG Orthology (KO) [BR:cre00001] ?Genetic Information Processing  Transcription  03022 Basal transcription factors  CHLREDRAFT_186321 Transcription machinery [BR:cre03021] ?Eukaryotic type  RNA polymerase II system  Basal transcription factors  TFIIA  CHLREDRAFT_186321,(RefSeq) hypothetical protein,CHLREDRAFT_186321,CHLREDRAFT_186321?CDS T01039,K03123 transcription initiation factor TFIIA small subunit,,Pfam:?TFIIA_gamma_N TFIIA_gamma_C Acetyltransf_1,NCBI-GeneID:?5728216NCBI-ProteinID:?XP_001702744JGI:?186321UniProt:?A8ICC6,cre03022 Basal transcription factors,5728216,XP_001702744,A8ICC6
4579,,"(RefSeq) speract/scavenger receptor, transmembrane glycoprotein",CHLREDRAFT_186326,CHLREDRAFT_186326?CDS T01039,,,Pfam:?SRCR SRCR_2 NUMOD3,NCBI-GeneID:?5728220NCBI-ProteinID:?XP_001702746JGI:?186326UniProt:?A8ICD6,,5728220,XP_001702746,A8ICD6
